Date: 2024-01-25 14:26:58,
#Pulse Number: 20,
#Voltage Pos: 80,
#Voltage Neg: -80,
Temperature: 23.3,
"#Pulse Length: 75,00",
#Transistor on time: 75,
#Rate: 200,
6.75,4.05
-4.2,-2.85
5.3999999999999995,-2.6999999999999997
52.199999999999996,39.6
67.8,65.39999999999999
72.6,73.05
74.85,75.3
76.05,75.89999999999999
76.2,76.2
76.05,76.2
76.05,76.35
76.35,76.2
76.2,76.2
76.35,76.2
76.05,76.2
76.2,76.2
76.2,76.2
76.2,76.2
76.05,76.05
76.05,76.2
76.2,76.05
76.2,76.05
76.05,76.2
75.89999999999999,76.05
76.2,75.89999999999999
76.2,76.35
76.05,76.05
76.05,76.2
76.05,76.05
76.2,76.2
76.2,76.05
76.2,76.2
76.35,76.05
76.5,76.2
76.35,76.35
76.5,76.2
76.05,76.35
76.5,76.35
76.2,76.5
76.5,76.35
76.2,76.35
76.2,76.35
76.5,76.35
76.35,76.64999999999999
76.5,76.35
76.5,76.35
76.64999999999999,76.2
76.64999999999999,76.2
76.5,76.35
76.64999999999999,76.5
76.64999999999999,76.35
76.8,76.5
76.35,76.5
76.5,76.5
76.64999999999999,76.5
76.35,76.35
76.35,76.2
76.2,76.35
76.5,76.35
76.64999999999999,76.35
76.8,76.5
76.2,76.8
76.2,76.5
76.8,76.35
76.64999999999999,76.35
76.64999999999999,76.35
76.64999999999999,76.35
76.35,76.2
76.5,76.5
76.8,76.35
76.2,76.64999999999999
76.2,76.2
76.35,76.35
76.64999999999999,76.35
76.64999999999999,76.35
76.8,76.5
76.2,76.5
76.5,76.5
76.8,76.64999999999999
76.64999999999999,76.64999999999999
76.8,76.2
76.64999999999999,76.5
76.5,76.5
76.35,76.35
76.64999999999999,76.5
76.64999999999999,76.5
76.5,76.5
76.5,76.5
76.64999999999999,76.5
76.2,76.5
76.8,76.5
76.2,76.5
76.64999999999999,76.5
76.2,76.5
76.35,76.5
76.5,76.2
76.8,76.5
76.35,76.64999999999999
76.35,76.35
76.64999999999999,76.5
76.2,76.35
76.5,76.5
76.35,76.35
76.5,76.5
76.64999999999999,76.5
76.64999999999999,76.5
76.5,76.64999999999999
76.35,76.2
76.64999999999999,76.5
76.5,76.35
76.64999999999999,76.35
76.5,76.5
76.5,76.5
76.5,76.5
76.8,76.5
76.5,76.64999999999999
76.5,76.5
76.5,76.5
76.64999999999999,76.5
76.5,76.5
76.5,76.5
76.35,76.5
76.5,76.5
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.5
76.5,76.35
76.35,76.64999999999999
76.5,76.35
76.5,76.35
76.2,76.35
76.5,76.5
76.64999999999999,76.5
76.2,76.64999999999999
76.5,76.35
76.2,76.5
76.5,76.5
76.64999999999999,76.35
76.2,76.5
76.35,76.5
76.2,76.5
76.8,76.5
76.64999999999999,76.35
76.5,76.5
76.5,76.5
76.5,76.5
76.5,76.35
76.5,76.5
76.2,76.5
76.5,76.5
76.64999999999999,76.5
76.2,76.8
76.35,76.5
76.5,76.5
76.35,76.35
76.64999999999999,76.5
76.2,76.5
76.8,76.35
76.8,76.35
76.8,76.5
76.64999999999999,76.64999999999999
76.5,76.35
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.35
76.5,76.5
76.64999999999999,76.5
76.35,76.64999999999999
76.8,76.5
76.35,76.8
76.64999999999999,76.5
76.35,76.5
76.5,76.64999999999999
76.35,76.5
76.64999999999999,76.5
76.35,76.35
76.64999999999999,76.35
76.5,76.5
76.64999999999999,76.64999999999999
76.5,76.5
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.5
76.2,76.64999999999999
76.64999999999999,76.35
76.5,76.5
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.2
76.35,76.5
76.64999999999999,76.35
76.5,76.35
76.64999999999999,76.64999999999999
76.2,76.5
76.8,76.5
76.2,76.64999999999999
76.64999999999999,76.35
76.5,76.2
76.64999999999999,76.5
76.05,76.5
76.8,76.35
76.2,76.5
76.64999999999999,76.5
76.5,76.5
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.5
76.5,76.5
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.5
76.5,76.64999999999999
76.64999999999999,76.35
76.5,76.2
76.8,76.35
76.35,76.5
76.8,76.35
76.5,76.64999999999999
76.8,76.5
76.5,76.5
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.5
76.5,76.5
76.64999999999999,76.5
76.5,76.35
76.64999999999999,76.64999999999999
76.5,76.5
76.8,76.5
76.64999999999999,76.5
76.64999999999999,76.5
76.64999999999999,76.5
76.8,76.5
76.64999999999999,76.64999999999999
76.8,76.35
76.5,76.5
76.64999999999999,76.5
76.64999999999999,76.5
76.8,76.5
76.2,76.64999999999999
76.64999999999999,76.5
76.35,76.64999999999999
76.64999999999999,76.5
76.64999999999999,76.5
76.5,76.5
76.2,76.5
76.8,76.5
76.35,76.5
76.64999999999999,76.5
76.5,76.5
76.64999999999999,76.5
76.2,76.5
76.8,76.35
76.5,76.64999999999999
76.8,76.5
76.64999999999999,76.5
76.8,76.5
76.35,76.64999999999999
76.64999999999999,76.35
76.5,76.5
76.64999999999999,76.64999999999999
76.5,76.5
76.5,76.5
76.5,76.5
76.8,76.5
76.64999999999999,76.5
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.35
76.35,76.5
76.64999999999999,76.64999999999999
76.35,76.5
76.64999999999999,76.64999999999999
76.2,76.5
76.8,76.5
76.64999999999999,76.8
76.8,76.5
76.5,76.5
76.8,76.5
76.64999999999999,76.5
76.35,76.5
76.2,76.5
76.64999999999999,76.35
76.64999999999999,76.64999999999999
76.5,76.8
76.64999999999999,76.35
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.5
76.5,76.5
76.5,76.35
76.64999999999999,76.5
76.64999999999999,76.64999999999999
76.2,76.8
76.64999999999999,76.35
76.5,76.2
76.35,76.5
76.5,76.35
76.5,76.5
76.35,76.35
76.5,76.2
76.64999999999999,76.5
76.2,76.64999999999999
76.64999999999999,76.2
76.35,76.64999999999999
76.35,76.5
76.5,76.35
76.5,76.5
76.2,76.35
76.8,76.35
76.8,76.5
76.35,76.64999999999999
76.64999999999999,76.2
76.64999999999999,76.5
76.35,76.5
76.64999999999999,76.35
76.5,76.64999999999999
76.35,76.35
76.8,76.35
76.8,76.5
76.5,76.64999999999999
76.5,76.2
76.64999999999999,76.5
76.2,76.35
76.64999999999999,76.35
76.5,76.5
76.5,76.35
76.64999999999999,76.5
76.8,76.64999999999999
76.35,76.64999999999999
76.64999999999999,76.2
76.5,76.5
76.35,76.35
76.2,76.5
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.35
76.8,76.5
76.2,76.64999999999999
76.64999999999999,76.35
76.5,76.5
76.2,76.35
76.5,76.35
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.5
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.2
76.35,76.5
76.2,76.2
76.64999999999999,76.5
76.5,76.5
76.35,76.5
76.8,76.5
76.8,76.5
76.2,76.5
76.64999999999999,76.35
76.35,76.5
76.2,76.5
76.5,76.35
76.35,76.35
76.2,76.2
76.64999999999999,76.35
76.64999999999999,76.5
76.2,76.5
76.64999999999999,76.35
76.5,76.5
76.35,76.5
76.2,76.35
76.5,76.5
76.2,76.5
76.5,76.35
76.8,76.5
76.35,76.5
76.64999999999999,76.35
76.64999999999999,76.5
76.64999999999999,76.5
76.5,76.5
76.64999999999999,76.5
76.5,76.5
76.2,76.2
76.5,76.5
72.6,75.6
72.6,75.0
72.6,74.39999999999999
72.6,74.1
72.6,73.64999999999999
72.6,73.05
72.45,72.6
72.6,72.3
71.85,72.14999999999999
71.55,71.39999999999999
71.39999999999999,71.1
13.5,49.8
-48.3,-33.75
-67.64999999999999,-63.9
-73.8,-72.6
-76.2,-76.05
-76.2,-76.8
-76.2,-77.7
-76.64999999999999,-78.14999999999999
-76.5,-78.14999999999999
-76.8,-78.3
-76.95,-78.3
-76.8,-78.3
-76.95,-78.3
-77.25,-78.45
-76.8,-78.45
-77.39999999999999,-78.14999999999999
-77.39999999999999,-78.45
-77.39999999999999,-78.45
-77.39999999999999,-78.6
-77.55,-78.75
-77.39999999999999,-78.6
-77.55,-78.75
-77.7,-78.75
-77.39999999999999,-78.75
-77.55,-78.6
-77.7,-78.89999999999999
-77.7,-78.89999999999999
-77.85,-78.89999999999999
-78.0,-78.89999999999999
-77.7,-79.05
-77.85,-78.75
-77.85,-78.89999999999999
-77.39999999999999,-79.05
-78.0,-78.6
-78.0,-79.2
-77.85,-79.05
-77.85,-79.2
-78.14999999999999,-79.2
-77.85,-79.2
-77.85,-79.2
-78.0,-79.2
-77.7,-79.2
-78.0,-79.05
-78.14999999999999,-79.2
-77.85,-79.2
-78.0,-79.2
-78.3,-79.35
-78.0,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-77.85,-79.2
-78.0,-79.05
-78.14999999999999,-79.2
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.0,-79.2
-78.3,-79.35
-78.0,-79.2
-78.14999999999999,-79.05
-78.14999999999999,-79.35
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-77.7,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.5
-78.0,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.35
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.5
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.0,-79.2
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.5
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.0,-79.5
-78.3,-79.2
-78.3,-79.5
-78.6,-79.35
-78.6,-79.5
-78.45,-79.35
-78.3,-79.5
-78.3,-79.35
-78.14999999999999,-79.35
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.5
-78.14999999999999,-79.5
-78.0,-79.35
-78.14999999999999,-79.5
-78.3,-79.5
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.3,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.5
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.6,-79.35
-78.3,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.3,-79.35
-78.3,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.3,-79.2
-78.3,-79.2
-78.6,-79.2
-78.6,-79.35
-78.6,-79.2
-78.6,-79.35
-78.3,-79.5
-78.14999999999999,-79.35
-78.0,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.6,-79.2
-78.6,-79.35
-78.3,-79.2
-78.6,-79.5
-78.3,-79.2
-78.14999999999999,-79.5
-78.0,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.6,-79.35
-78.3,-79.35
-78.14999999999999,-79.2
-78.6,-79.5
-78.6,-79.35
-78.45,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.3,-79.35
-78.14999999999999,-79.5
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.0,-79.2
-78.0,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.0,-79.35
-78.0,-79.2
-78.0,-79.2
-78.14999999999999,-79.35
-77.85,-79.2
-78.0,-79.2
-78.14999999999999,-79.5
-78.14999999999999,-79.35
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.05
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.0,-79.2
-78.0,-79.2
-78.14999999999999,-79.05
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.0,-79.35
-78.3,-79.2
-78.0,-79.2
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.0,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.3,-79.5
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.3,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.3,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-78.3,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.3,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.2
-78.3,-79.5
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.6,-79.35
-78.3,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.5
-78.0,-79.35
-78.14999999999999,-79.35
-78.3,-79.2
-78.3,-79.35
-78.14999999999999,-79.35
-78.14999999999999,-79.2
-78.0,-79.35
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.14999999999999,-79.2
-78.14999999999999,-79.35
-78.0,-79.2
-78.3,-79.2
-78.3,-79.2
-78.0,-79.2
-78.14999999999999,-79.2
-78.45,-79.35
-78.14999999999999,-79.2
-78.0,-79.2
