Date: 2024-01-25 12:50:05,
#Pulse Number: 6,
#Voltage Pos: 80,
#Voltage Neg: -80,
Temperature: 23.1,
"#Pulse Length: 75,00",
#Transistor on time: 75,
#Rate: 200,
5.25,0.0
-6.0,-6.3
0.6,-5.85
48.6,35.25
67.8,64.5
72.6,75.45
75.89999999999999,76.05
76.05,76.5
76.35,76.5
76.35,76.5
76.64999999999999,76.35
76.35,76.5
76.5,76.64999999999999
76.2,76.5
76.2,76.5
76.2,76.35
76.64999999999999,76.35
76.5,76.35
76.2,76.5
76.35,76.35
76.2,76.35
76.64999999999999,76.5
76.2,76.35
76.2,76.5
76.35,76.35
76.35,76.35
76.64999999999999,76.64999999999999
76.2,76.8
76.5,76.35
76.64999999999999,76.5
76.35,76.64999999999999
76.64999999999999,76.64999999999999
76.35,76.5
76.5,76.5
76.8,76.5
76.2,76.8
76.8,76.35
76.5,76.64999999999999
76.64999999999999,76.64999999999999
76.5,76.5
76.5,76.64999999999999
76.64999999999999,76.8
76.5,76.64999999999999
76.64999999999999,76.64999999999999
76.5,76.95
76.64999999999999,76.64999999999999
76.64999999999999,76.8
76.64999999999999,76.8
76.64999999999999,76.5
76.5,76.8
76.8,76.64999999999999
76.8,76.8
76.8,76.64999999999999
76.64999999999999,76.8
76.8,76.8
76.64999999999999,76.8
76.64999999999999,76.8
76.64999999999999,76.8
76.5,76.8
76.64999999999999,76.8
76.8,76.64999999999999
76.64999999999999,76.8
76.64999999999999,76.95
76.8,76.64999999999999
76.64999999999999,76.8
76.64999999999999,76.64999999999999
76.8,76.8
76.5,76.8
76.64999999999999,76.64999999999999
76.8,76.8
76.8,76.64999999999999
76.64999999999999,76.8
76.8,76.8
76.64999999999999,76.8
76.64999999999999,76.8
76.95,76.8
76.5,76.95
76.64999999999999,76.64999999999999
76.8,76.8
76.64999999999999,76.95
76.2,76.8
76.64999999999999,76.8
76.64999999999999,76.95
76.8,76.8
76.8,76.8
76.64999999999999,76.64999999999999
76.8,76.95
76.8,76.8
76.64999999999999,76.8
76.2,76.8
76.64999999999999,76.8
76.64999999999999,76.8
76.8,76.64999999999999
76.64999999999999,76.64999999999999
76.8,76.8
76.8,76.8
76.64999999999999,76.95
76.64999999999999,76.8
76.64999999999999,76.8
76.64999999999999,76.8
76.5,76.8
76.64999999999999,76.95
76.5,76.64999999999999
76.8,76.64999999999999
76.64999999999999,76.8
76.2,76.8
76.64999999999999,76.8
76.64999999999999,76.64999999999999
76.64999999999999,76.95
